ecozone	biome	ecoregion	country_e	geonames_id
Indomalayan	Temperate coniferous forests	Western Himalayan subalpine conifer forests	Afghanistan	1149361
Palearctic	Temperate coniferous forests	East Afghan montane conifer forests	Afghanistan	1149361
Palearctic	Temperate grasslands savannas and shrublands	Gissaro-Alai open woodlands	Afghanistan	1149361
Palearctic	Montane grasslands and shrublands	Ghorat-Hazarajat alpine meadow	Afghanistan	1149361
Palearctic	Montane grasslands and shrublands	Hindu Kush alpine meadow	Afghanistan	1149361
Palearctic	Montane grasslands and shrublands	Karakoram-West Tibetan Plateau alpine steppe	Afghanistan	1149361
Palearctic	Montane grasslands and shrublands	Northwestern Himalayan alpine shrub and meadows	Afghanistan	1149361
Palearctic	Montane grasslands and shrublands	Pamir alpine desert and tundra	Afghanistan	1149361
Palearctic	Montane grasslands and shrublands	Tian Shan montane steppe and meadows	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	Afghan Mountains semi-desert	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	Badghyz and Karabil semi-desert	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	Baluchistan xeric woodlands	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	Central Afghan Mountains xeric woodlands	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	Central Persian desert basins	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	Paropamisus xeric woodlands	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	Registan-North Pakistan sandy desert	Afghanistan	1149361
Palearctic	Deserts and xeric shrublands	South Iran Nubo-Sindian desert and semi-desert	Afghanistan	1149361
Palearctic	Temperate broadleaf and mixed forests	Balkan mixed forests	Albania	783754
Palearctic	Temperate broadleaf and mixed forests	Dinaric Mountains mixed forests	Albania	783754
Palearctic	Mediterranean forests woodlands and shrub	Aegean and Western Turkey sclerophyllous and mixed forests	Albania	783754
Palearctic	Mediterranean forests woodlands and shrub	Illyrian deciduous forests	Albania	783754
Palearctic	Mediterranean forests woodlands and shrub	Pindus Mountains mixed forests	Albania	783754
Palearctic	Temperate coniferous forests	Mediterranean conifer and mixed forests	Algeria	2589581
Palearctic	Flooded grasslands and savannas	Saharan halophytics	Algeria	2589581
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean dry woodlands and steppe	Algeria	2589581
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean woodlands and forests	Algeria	2589581
Palearctic	Deserts and xeric shrublands	North Saharan steppe and woodlands	Algeria	2589581
Palearctic	Deserts and xeric shrublands	Sahara desert	Algeria	2589581
Palearctic	Deserts and xeric shrublands	South Saharan steppe and woodlands	Algeria	2589581
Palearctic	Deserts and xeric shrublands	West Saharan montane xeric woodlands	Algeria	2589581
Afrotropic	Tropical and subtropical dry broadleaf forests	Zambezian Cryptosepalum dry forests	Angola	3351879
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Angolan Miombo woodlands	Angola	3351879
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Angolan Mopane woodlands	Angola	3351879
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Central Zambezian Miombo woodlands	Angola	3351879
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Congolian forest-savanna mosaic	Angola	3351879
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Western Congolian forest-savanna mosaic	Angola	3351879
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Western Zambezian grasslands	Angola	3351879
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian Baikiaea woodlands	Angola	3351879
Afrotropic	Flooded grasslands and savannas	Zambezian flooded grasslands	Angola	3351879
Afrotropic	Montane grasslands and shrublands	Angolan montane forest-grassland mosaic	Angola	3351879
Afrotropic	Montane grasslands and shrublands	Angolan scarp savanna and woodlands	Angola	3351879
Afrotropic	Deserts and xeric shrublands	Kaokoveld desert	Angola	3351879
Afrotropic	Deserts and xeric shrublands	Namibian savanna woodlands	Angola	3351879
Afrotropic	Mangrove	Central African mangroves	Angola	3351879
Neotropic	Tropical and subtropical dry broadleaf forests	Leeward Islands dry forests	Anguilla	3573511
Neotropic	Deserts and xeric shrublands	Leeward Islands xeric scrub	Anguilla	3573511
Antarctica	Tundra	Marielandia Antarctic tundra	Antarctica	6697173
Antarctica	Tundra	Maudlandia Antarctic desert	Antarctica	6697173
Antarctica	Tundra	Scotia Sea Islands tundra	Antarctica	6697173
Antarctica	Tundra	Southern Indian Ocean Islands tundra	Antarctica	6697173
Neotropic	Tropical and subtropical moist broadleaf forests	Leeward Islands moist forests	Antigua and Barbuda	3576396
Neotropic	Tropical and subtropical dry broadleaf forests	Leeward Islands dry forests	Antigua and Barbuda	3576396
Neotropic	Deserts and xeric shrublands	Leeward Islands xeric scrub	Antigua and Barbuda	3576396
Neotropic	Mangrove	Lesser Antilles mangroves	Antigua and Barbuda	3576396
Neotropic	Tropical and subtropical moist broadleaf forests	Alto Paraná Atlantic forests	Argentina	3865483
Neotropic	Tropical and subtropical moist broadleaf forests	Araucaria moist forests	Argentina	3865483
Neotropic	Tropical and subtropical moist broadleaf forests	Southern Andean Yungas	Argentina	3865483
Neotropic	Tropical and subtropical dry broadleaf forests	Chaco (WWF ecoregion)	Argentina	3865483
Neotropic	Temperate broadleaf and mixed forests	Magellanic subpolar forests	Argentina	3865483
Neotropic	Temperate broadleaf and mixed forests	Valdivian temperate forests	Argentina	3865483
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Arid Chaco	Argentina	3865483
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Córdoba montane savanna	Argentina	3865483
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Humid Chaco	Argentina	3865483
Neotropic	Temperate grasslands savannas and shrublands	Argentine Espinal	Argentina	3865483
Neotropic	Temperate grasslands savannas and shrublands	Argentine Monte	Argentina	3865483
Neotropic	Temperate grasslands savannas and shrublands	Humid Pampas	Argentina	3865483
Neotropic	Temperate grasslands savannas and shrublands	Patagonian grasslands	Argentina	3865483
Neotropic	Temperate grasslands savannas and shrublands	Patagonian steppe	Argentina	3865483
Neotropic	Temperate grasslands savannas and shrublands	Semi-arid Pampas	Argentina	3865483
Neotropic	Flooded grasslands and savannas	Paraná flooded savanna	Argentina	3865483
Neotropic	Flooded grasslands and savannas	Southern Cone Mesopotamian savanna	Argentina	3865483
Neotropic	Montane grasslands and shrublands	Central Andean dry puna	Argentina	3865483
Neotropic	Montane grasslands and shrublands	Central Andean puna	Argentina	3865483
Neotropic	Montane grasslands and shrublands	High Monte	Argentina	3865483
Neotropic	Montane grasslands and shrublands	Southern Andean steppe	Argentina	3865483
Palearctic	Temperate broadleaf and mixed forests	Caucasus mixed forests	Armenia	174982
Palearctic	Temperate grasslands savannas and shrublands	Eastern Anatolian montane steppe	Armenia	174982
Neotropic	Deserts and xeric shrublands	Aruba-Curaçao-Bonaire cactus scrub	Aruba	3577279
Neotropic	Mangrove	Coastal Venezuelan mangroves	Aruba	3577279
Australasia	Tropical and subtropical moist broadleaf forests	Lord Howe Island subtropical forests	Australia	2077456
Australasia	Tropical and subtropical moist broadleaf forests	Queensland tropical rain forests	Australia	2077456
Australasia	Temperate broadleaf and mixed forests	Eastern Australian temperate forests	Australia	2077456
Australasia	Temperate broadleaf and mixed forests	Southeast Australia temperate forests	Australia	2077456
Australasia	Temperate broadleaf and mixed forests	Tasmanian Central Highland forests	Australia	2077456
Australasia	Temperate broadleaf and mixed forests	Tasmanian temperate forests	Australia	2077456
Australasia	Temperate broadleaf and mixed forests	Tasmanian temperate rain forests	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Arnhem Land tropical savanna	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Brigalow tropical savanna	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Cape York Peninsula tropical savanna	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Carpentaria tropical savanna	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Einasleigh upland savanna	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Kimberly tropical savanna	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Mitchell grass downs	Australia	2077456
Australasia	Tropical and subtropical grasslands savannas and shrublands	Victoria Plains tropical savanna	Australia	2077456
Australasia	Temperate grasslands savannas and shrublands	Eastern Australia mulga shrublands	Australia	2077456
Australasia	Temperate grasslands savannas and shrublands	Southeast Australia temperate savanna	Australia	2077456
Australasia	Montane grasslands and shrublands	Australian Alps montane grasslands	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Coolgardie woodlands	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Esperance mallee	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Eyre and York mallee	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Jarrah-Karri forest and shrublands	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Kwongan heathlands	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Mount Lofty woodlands	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Murray-Darling woodlands and mallee	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Naracoorte woodlands	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Southwest Australia savanna	Australia	2077456
Australasia	Mediterranean forests woodlands and shrub	Southwest Australia woodlands	Australia	2077456
Australasia	Deserts and xeric shrublands	Carnarvon xeric shrublands	Australia	2077456
Australasia	Deserts and xeric shrublands	Central Ranges xeric scrub	Australia	2077456
Australasia	Deserts and xeric shrublands	Gibson desert	Australia	2077456
Australasia	Deserts and xeric shrublands	Great Sandy-Tanami desert	Australia	2077456
Australasia	Deserts and xeric shrublands	Great Victoria desert	Australia	2077456
Australasia	Deserts and xeric shrublands	Nullarbor Plains xeric shrublands	Australia	2077456
Australasia	Deserts and xeric shrublands	Pilbara shrublands	Australia	2077456
Australasia	Deserts and xeric shrublands	Simpson desert	Australia	2077456
Australasia	Deserts and xeric shrublands	Tirari-Sturt Stony Desert	Australia	2077456
Australasia	Deserts and xeric shrublands	Western Australian Mulga shrublands	Australia	2077456
Palearctic	Temperate broadleaf and mixed forests	Central European mixed forests	Austria	2782113
Palearctic	Temperate broadleaf and mixed forests	Pannonian mixed forests	Austria	2782113
Palearctic	Temperate broadleaf and mixed forests	Western European broadleaf forests	Austria	2782113
Palearctic	Temperate coniferous forests	Alps conifer and mixed forests	Austria	2782113
Palearctic	Temperate broadleaf and mixed forests	Caspian Hyrcanian mixed forests	Azerbaijan	587116
Palearctic	Temperate broadleaf and mixed forests	Caucasus mixed forests	Azerbaijan	587116
Palearctic	Deserts and xeric shrublands	Azerbaijan shrub desert and steppe	Azerbaijan	587116
Neotropic	Tropical and subtropical dry broadleaf forests	Bahamian dry forests	Bahamas	3572887
Neotropic	Tropical and subtropical coniferous forests	Bahamian pine mosaic	Bahamas	3572887
Neotropic	Mangrove	Bahamian mangroves	Bahamas	3572887
Indomalayan	Tropical and subtropical moist broadleaf forests	Lower Gangetic Plains moist deciduous forests	Bangladesh	1210997
Indomalayan	Tropical and subtropical moist broadleaf forests	Mizoram-Manipur-Kachin rain forests	Bangladesh	1210997
Indomalayan	Tropical and subtropical moist broadleaf forests	Sundarbans freshwater swamp forests	Bangladesh	1210997
Indomalayan	Mangrove	Sundarbans mangroves	Bangladesh	1210997
Neotropic	Deserts and xeric shrublands	Windward Islands xeric scrub	Barbados	3374084
Palearctic	Temperate broadleaf and mixed forests	Central European mixed forests	Belarus	630336
Palearctic	Temperate broadleaf and mixed forests	Sarmatic mixed forests	Belarus	630336
Palearctic	Temperate broadleaf and mixed forests	Atlantic mixed forests	Belgium	2802361
Palearctic	Temperate broadleaf and mixed forests	Western European broadleaf forests	Belgium	2802361
Neotropic	Tropical and subtropical moist broadleaf forests	Petén-Veracruz moist forests	Belize	3582678
Neotropic	Tropical and subtropical coniferous forests	Belizian pine forests	Belize	3582678
Neotropic	Mangrove	Belizean Coast mangroves	Belize	3582678
Neotropic	Mangrove	Belizean Reef mangroves	Belize	3582678
Afrotropic	Tropical and subtropical moist broadleaf forests	Eastern Guinean forests	Benin	2395170
Afrotropic	Tropical and subtropical moist broadleaf forests	Nigerian lowland forests	Benin	2395170
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Guinean forest-savanna mosaic	Benin	2395170
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	West Sudanian savanna	Benin	2395170
Nearctic	Tropical and subtropical coniferous forests	Bermuda subtropical conifer forests	Bermuda	3573345
Indomalayan	Tropical and subtropical moist broadleaf forests	Brahmaputra Valley semi-evergreen forests	Bhutan	1252634
Indomalayan	Tropical and subtropical moist broadleaf forests	Himalayan subtropical broadleaf forests	Bhutan	1252634
Indomalayan	Tropical and subtropical coniferous forests	Himalayan subtropical pine forests	Bhutan	1252634
Indomalayan	Temperate broadleaf and mixed forests	Eastern Himalayan broadleaf forests	Bhutan	1252634
Indomalayan	Temperate coniferous forests	Eastern Himalayan subalpine conifer forests	Bhutan	1252634
Indomalayan	Tropical and subtropical grasslands savannas and shrublands	Terai-Duar savanna and grasslands	Bhutan	1252634
Palearctic	Temperate coniferous forests	Northeastern Himalayan subalpine conifer forests	Bhutan	1252634
Palearctic	Montane grasslands and shrublands	Eastern Himalayan alpine shrub and meadows	Bhutan	1252634
Neotropic	Tropical and subtropical moist broadleaf forests	Bolivian Yungas	Bolivia	3923057
Neotropic	Tropical and subtropical moist broadleaf forests	Madeira-Tapajós moist forests	Bolivia	3923057
Neotropic	Tropical and subtropical moist broadleaf forests	Southern Andean Yungas	Bolivia	3923057
Neotropic	Tropical and subtropical moist broadleaf forests	Southwest Amazon moist forests	Bolivia	3923057
Neotropic	Tropical and subtropical dry broadleaf forests	Bolivian montane dry forests	Bolivia	3923057
Neotropic	Tropical and subtropical dry broadleaf forests	Chaco (WWF ecoregion)	Bolivia	3923057
Neotropic	Tropical and subtropical dry broadleaf forests	Chiquitano dry forests	Bolivia	3923057
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Beni savanna	Bolivia	3923057
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Cerrado	Bolivia	3923057
Neotropic	Flooded grasslands and savannas	Pantanal	Bolivia	3923057
Neotropic	Montane grasslands and shrublands	Central Andean dry puna	Bolivia	3923057
Neotropic	Montane grasslands and shrublands	Central Andean puna	Bolivia	3923057
Neotropic	Montane grasslands and shrublands	Central Andean wet puna	Bolivia	3923057
Palearctic	Temperate broadleaf and mixed forests	Balkan mixed forests	Bosnia and Herzegovina	3277605
Palearctic	Temperate broadleaf and mixed forests	Dinaric Mountains mixed forests	Bosnia and Herzegovina	3277605
Palearctic	Temperate broadleaf and mixed forests	Pannonian mixed forests	Bosnia and Herzegovina	3277605
Palearctic	Mediterranean forests woodlands and shrub	Illyrian deciduous forests	Bosnia and Herzegovina	3277605
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Kalahari Acacia-Baikiaea woodlands	Botswana	933860
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Africa bushveld	Botswana	933860
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian Baikiaea woodlands	Botswana	933860
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian and Mopane woodlands	Botswana	933860
Afrotropic	Flooded grasslands and savannas	Zambezian flooded grasslands	Botswana	933860
